ifi_district_name,ifi_state_name,census_boundary_district,census_boundary_state,censuscode,match_group,match_method,verification_status,historical_boundary_status,notes_reason
Kollam,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Kollam,Kerala,600,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kollam Kozhikode,Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Koppal,Karnataka; Kerala,Koppal,Karnataka,560,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Koraput,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Koraput,Odisha,398,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Korba,Chhattisgarh,Korba,Chhattisgarh,404,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Korea,Chhattisgarh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Kota,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Kota,Rajasthan,127,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kottayam,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Kottayam,Kerala,597,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kozhikode,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Kozhikode,Kerala,591,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kra Daadi,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Krishna,Andhra Pradesh; Karnataka; Madhya Pradesh; Telangana,Krishna,Andhra Pradesh,547,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Krishnagiri,Tamil Nadu,Krishnagiri,Tamil Nadu,631,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kulgam,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,Kulgam,Jammu & Kashmir,15,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kullu,Himachal Pradesh; Uttar Pradesh,Kullu,Himachal Pradesh,26,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kumuram Bheem Asifabad,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Kupwara,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,Kupwara,Jammu & Kashmir,1,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kurnool,Andhra Pradesh; Madhya Pradesh,Kurnool,Andhra Pradesh,552,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kurukshetra,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Kurukshetra,Haryana,72,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kurung Kumey,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Kurung Kumey,Arunanchal Pradesh,256,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Kushinagar,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Kushinagar,Uttar Pradesh,189,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lahul And Spiti,Himachal Pradesh; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Lakhimpur,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Manipur; Odisha; Punjab; Uttar Pradesh; West Bengal,Lakhimpur,Assam,307,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lakhisarai,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Lakhisarai,Bihar,227,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lalitpur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Lalitpur,Uttar Pradesh,167,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Latehar,Jharkhand,Latehar,Jharkhand,359,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Latur,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Latur,Maharashtra,524,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lawngtlai,Mizoram,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Leh ladakh,Jammu & Kashmir; Jammu and Kashmir; Ladakh,Leh (ladakh),Jammu & Kashmir,3,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
Leparada,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Lohardaga,Jharkhand,Lohardaga,Jharkhand,356,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lohit,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Lohit,Arunanchal Pradesh,259,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Longding,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Longleng,Nagaland,Longleng,Nagaland,268,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lower Dibang Valley,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Lower Dibang Valley,Arunanchal Pradesh,258,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lower Lower Subansiri,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Lower Siang,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Lower Subansiri,Arunachal Pradesh,Lower Subansiri,Arunanchal Pradesh,255,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lucknow,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Lucknow,Uttar Pradesh,157,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Ludhiana,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Ludhiana,Punjab,41,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Lunglei,Mizoram,Lunglei,Mizoram,286,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Madhepura,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Madhepura,Bihar,213,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Madhubani,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Madhubani,Bihar,207,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Madurai,Tamil Nadu,Madurai,Tamil Nadu,623,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mahabubabad,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mahabubnagar,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mahasamund,Chhattisgarh,Mahasamund,Chhattisgarh,411,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mahe,Puducherry,Mahe,Puducherry,636,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mahendragarh,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Mahendragarh,Haryana,84,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mahesana,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Mahesana,Gujarat,471,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mahisagar,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mahoba,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Mahoba,Uttar Pradesh,169,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mahrajganj,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mainpuri,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Mainpuri,Uttar Pradesh,148,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Majuli,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Malappuram,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Malappuram,Kerala,592,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Malda,Madhya Pradesh; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Maldah,Andhra Pradesh; Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,Maldah,West Bengal,332,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Malikkeri,Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Malkangiri,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Malkangiri,Odisha,399,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mamit,Mizoram,Mamit,Mizoram,281,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Manali,Himachal Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mancachar,Assam,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mancherial,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mandi,Himachal Pradesh; Uttar Pradesh,Mandi,Himachal Pradesh,27,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mandla,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Mandla,Madhya Pradesh,454,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mandsaur,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Mandsaur,Madhya Pradesh,433,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mandya,Karnataka; Kerala,Mandya,Karnataka,573,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mangalbari,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mangalore,Karnataka,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mangan,Sikkim,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mansa,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Mansa,Punjab,47,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Many districts of South Bengal,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Many districts of Tamil Nadu.,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Many districts of Uttar Kashi Pradesh,Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Many parts,Arunachal Pradesh; Chhattisgarh; Gujarat; Madhya Pradesh; Punjab; Tamil Nadu; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Many parts of Tamil Nadu.,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Many parts of the State,Odisha; Punjab,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Marathwada,Maharashtra,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Marigaon,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,Marigaon,Assam,304,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mathura,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Mathura,Uttar Pradesh,145,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mau,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Mau,Uttar Pradesh,192,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mayurbhanj,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Mayurbhanj,Odisha,376,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Medak,Andhra Pradesh; Maharashtra; Telangana,Medak,Andhra Pradesh,535,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Medchal Malkajgiri,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Meerut,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Meerut,Uttar Pradesh,138,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mirpur,Arunachal Pradesh; Assam; Delhi; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mirzapur,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Mirzapur,Uttar Pradesh,199,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Moga,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Moga,Punjab,42,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mokokchung,Nagaland,Mokokchung,Nagaland,262,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mon,Nagaland,Mon,Nagaland,261,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Moradabad,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Moradabad,Uttar Pradesh,135,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Morbi,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Morena,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Morena,Madhya Pradesh,419,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Most Upper Lower Subansiri,Arunachal Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Most of the districts,Andhra Pradesh; Gujarat,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Most parts,Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mudigere,Karnataka,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mulugu,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
