uei,district,state,start_date,end_date,duration_days,raw_start_date,raw_end_date,raw_duration_days,classification,evidence,recommended_action,confidence,notes
UEI-IMD-FL-2000-0017,"Bongaigaon, Dhemaji, Dhubri, Sonitpur",Assam,2000-07-08,2000-07-14,7.0,08-07-2000 00:00,14-07-2000 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-07-08, end=2000-07-14; raw DD-first parse: start=2000-07-08, end=2000-07-14."
UEI-IMD-FL-2000-0022,North Goa,Goa,2000-06-11,2000-06-13,3.0,11-06-2000 00:00,13-06-2000 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-06-11, end=2000-06-13; raw DD-first parse: start=2000-06-11, end=2000-06-13."
UEI-IMD-FL-2000-0023,"Ahmedabad, Bharuch, Junagadh, Kheda, Navsari, Panch Mahals, Sabar Kantha, Surat, Surendranagar, Valsad",Gujarat,2000-07-12,2000-07-15,4.0,12-07-2000 00:00,15-07-2000 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-07-12, end=2000-07-15; raw DD-first parse: start=2000-07-12, end=2000-07-15."
UEI-IMD-FL-2000-0030,"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",Himachal Pradesh,2000-07-27,2000-08-03,8.0,27-07-2000 00:00,03-08-2000 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-07-27, end=2000-08-03; raw DD-first parse: start=2000-07-27, end=2000-08-03."
UEI-IMD-FL-2000-0043,"Chikkaballapura, Kalaburagi",Karnataka,2000-07-11,2000-07-14,4.0,11-07-2000 00:00,14-07-2000 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-07-11, end=2000-07-14; raw DD-first parse: start=2000-07-11, end=2000-07-14."
UEI-IMD-FL-2000-0054,Bengaluru Rural,Karnataka,2000-09-30,2000-10-02,3.0,30-09-2000 00:00,02-10-2000 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-09-30, end=2000-10-02; raw DD-first parse: start=2000-09-30, end=2000-10-02."
UEI-IMD-FL-2000-0063,"Alappuzha, Idukki, Kannur",Kerala,2000-06-08,2000-06-14,7.0,08-06-2000 00:00,14-06-2000 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-06-08, end=2000-06-14; raw DD-first parse: start=2000-06-08, end=2000-06-14."
UEI-IMD-FL-2000-0111,"Bijnor, Moradabad, Uttar Kashi Kashi, Chamoli, Dehradun, Tehri Garhwal, Rudra Prayag, Pithoragarh, Bageshwar, Haridwar, Garhwal, Almora, Nainital, Champawat, Udam Singh Nagar",Uttar Pradesh,2000-06-08,2000-06-14,7.0,08-06-2000 00:00,14-06-2000 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-06-08, end=2000-06-14; raw DD-first parse: start=2000-06-08, end=2000-06-14."
UEI-IMD-FL-2001-0004,"Cachar, Dhubri, Goalpara, Hailakandi, Kamrup, Karimganj, Nagaon",Assam,2001-06-08,2001-06-21,14.0,08-06-2001 00:00,21-06-2001 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-06-08, end=2001-06-21; raw DD-first parse: start=2001-06-08, end=2001-06-21."
UEI-IMD-FL-2001-0006,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhubri, Jorhat, Kamrup, Lakhimpur, Nalbari, Sonitpur",Assam,2001-07-15,2001-08-07,24.0,15-07-2001 00:00,07-08-2001 00:00,24,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-07-15, end=2001-08-07; raw DD-first parse: start=2001-07-15, end=2001-08-07."
UEI-IMD-FL-2001-0052,"Alappuzha, Idukki, Kollam, Kottayam, Thiruvananthapuram, Thrissur",Kerala,2001-07-08,2001-07-14,7.0,08-07-2001 00:00,14-07-2001 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-07-08, end=2001-07-14; raw DD-first parse: start=2001-07-08, end=2001-07-14."
UEI-IMD-FL-2001-0083,"Imphal West, Imphal East",Manipur,2001-06-30,2001-07-01,2.0,30-06-2001 00:00,01-07-2001 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-06-30, end=2001-07-01; raw DD-first parse: start=2001-06-30, end=2001-07-01."
UEI-IMD-FL-2001-0086,"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",Odisha,2001-07-08,2001-07-21,14.0,08-07-2001 00:00,21-07-2001 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-07-08, end=2001-07-21; raw DD-first parse: start=2001-07-08, end=2001-07-21."
UEI-IMD-FL-2001-0094,"Banswara, Bundi, Jodhpur, Udaipur",Rajasthan,2001-07-10,2001-07-14,5.0,10-07-2001 00:00,14-07-2001 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-07-10, end=2001-07-14; raw DD-first parse: start=2001-07-10, end=2001-07-14."
UEI-IMD-FL-2001-0104,"Hooghly, Kolkata",West Bengal,2001-06-10,2001-06-13,4.0,10-06-2001 00:00,13-06-2001 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2001-06-10, end=2001-06-13; raw DD-first parse: start=2001-06-10, end=2001-06-13."
UEI-IMD-FL-2002-0030,"Kollam, Kozhikode, Thrissur",Kerala,2002-06-11,2002-06-13,3.0,11-06-2002 00:00,13-06-2002 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2002-06-11, end=2002-06-13; raw DD-first parse: start=2002-06-11, end=2002-06-13."
UEI-IMD-FL-2002-0033,Kasaragod,Kerala,2002-10-12,2002-10-13,2.0,12-10-2002 00:00,13-10-2002 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2002-10-12, end=2002-10-13; raw DD-first parse: start=2002-10-12, end=2002-10-13."
UEI-IMD-FL-2003-0003,"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",Assam,2003-06-08,2003-07-21,44.0,08-06-2003 00:00,21-07-2003 00:00,44,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2003-06-08, end=2003-07-21; raw DD-first parse: start=2003-06-08, end=2003-07-21."
UEI-IMD-FL-2003-0042,Bengaluru Urban,Karnataka,2003-10-12,2003-10-13,2.0,12-10-2003 00:00,13-10-2003 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2003-10-12, end=2003-10-13; raw DD-first parse: start=2003-10-12, end=2003-10-13."
UEI-IMD-FL-2003-0059,"Bhopal, Gwalior, Rewa, Satna",Madhya Pradesh,2003-09-10,2003-09-15,6.0,10-09-2003 00:00,15-09-2003 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2003-09-10, end=2003-09-15; raw DD-first parse: start=2003-09-10, end=2003-09-15."
UEI-IMD-FL-2003-0085,"Ajmer, Alwar, Banswara, Bharatpur, Churu, Jaisalmer, Jhunjhunu, Jodhpur, Sikar",Rajasthan,2003-07-10,2003-07-13,4.0,10-07-2003 00:00,13-07-2003 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2003-07-10, end=2003-07-13; raw DD-first parse: start=2003-07-10, end=2003-07-13."
UEI-IMD-FL-2003-0095,Most parts,Uttar Pradesh,2003-07-11,2003-07-14,4.0,11-07-2003 00:00,14-07-2003 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2003-07-11, end=2003-07-14; raw DD-first parse: start=2003-07-11, end=2003-07-14."
UEI-IMD-FL-2004-0004,6 districts,Arunachal Pradesh,2004-07-10,2004-07-22,13.0,10-07-2004 00:00,22-07-2004 00:00,13,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2004-07-10, end=2004-07-22; raw DD-first parse: start=2004-07-10, end=2004-07-22."
UEI-IMD-FL-2004-0023,Kullu,Himachal Pradesh,2004-08-12,2004-08-13,2.0,12-08-2004 00:00,13-08-2004 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2004-08-12, end=2004-08-13; raw DD-first parse: start=2004-08-12, end=2004-08-13."
UEI-IMD-FL-2004-0027,"Bengaluru Urban, Belagavi, Chikkaballapura, Dakshina Kannada, Hassan, Kodagu",Karnataka,2004-06-11,2004-06-16,6.0,11-06-2004 00:00,16-06-2004 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2004-06-11, end=2004-06-16; raw DD-first parse: start=2004-06-11, end=2004-06-16."
UEI-IMD-FL-2004-0028,"Bengaluru Urban, Bengaluru Rural, Gadag",Karnataka,2004-07-08,2004-07-14,7.0,08-07-2004 00:00,14-07-2004 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2004-07-08, end=2004-07-14; raw DD-first parse: start=2004-07-08, end=2004-07-14."
UEI-IMD-FL-2004-0044,"Mumbai, Pune, Thane",Maharashtra,2004-07-26,2004-08-05,11.0,26-07-2004 00:00,05-08-2004 00:00,11,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2004-07-26, end=2004-08-05; raw DD-first parse: start=2004-07-26, end=2004-08-05."
UEI-IMD-FL-2004-0070,Northern parts,West Bengal,2004-07-08,2004-07-14,7.0,08-07-2004 00:00,14-07-2004 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2004-07-08, end=2004-07-14; raw DD-first parse: start=2004-07-08, end=2004-07-14."
UEI-IMD-FL-2005-0008,"Barpeta, Cachar, Dhemaji, Dhubri, Lakhimpur, Marigaon, Nagaon, Nalbari, Sonitpur",Assam,2005-06-08,2005-06-21,14.0,08-06-2005 00:00,21-06-2005 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2005-06-08, end=2005-06-21; raw DD-first parse: start=2005-06-08, end=2005-06-21."
UEI-IMD-FL-2005-0009,"Barpeta, Bongaigaon, Dhemaji, Dhubri, Dibrugarh, Goalpara, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nalbari, Sonitpur, Tinsukia",Assam,2005-07-08,2005-07-28,21.0,08-07-2005 00:00,28-07-2005 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2005-07-08, end=2005-07-28; raw DD-first parse: start=2005-07-08, end=2005-07-28."
UEI-IMD-FL-2005-0020,"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",Gujarat,2005-07-08,2005-07-28,21.0,08-07-2005 00:00,28-07-2005 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2005-07-08, end=2005-07-28; raw DD-first parse: start=2005-07-08, end=2005-07-28."
UEI-IMD-FL-2005-0025,"Faridabad, Gurugram, Hisar, Jind, Sonipat, Yamunanagar",Haryana,2005-07-08,2005-07-21,14.0,08-07-2005 00:00,21-07-2005 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2005-07-08, end=2005-07-21; raw DD-first parse: start=2005-07-08, end=2005-07-21."
UEI-IMD-FL-2005-0094,"Damoh, Indore",Madhya Pradesh,2005-07-22,2005-08-07,17.0,22-07-2005 00:00,07-08-2005 00:00,17,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2005-07-22, end=2005-08-07; raw DD-first parse: start=2005-07-22, end=2005-08-07."
UEI-IMD-FL-2006-0004,"Dhemaji, Jorhat",Assam,2006-05-30,2006-06-01,3.0,30-05-2006 00:00,01-06-2006 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2006-05-30, end=2006-06-01; raw DD-first parse: start=2006-05-30, end=2006-06-01."
UEI-IMD-FL-2006-0005,"Barpeta, Cachar, Darrang, Dhemaji, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Karimganj, Lakhimpur, Nagaon, Nalbari, Cachar, Mancachar, Sonitpur, Tinsukia",Assam,2006-06-11,2006-06-17,7.0,11-06-2006 00:00,17-06-2006 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2006-06-11, end=2006-06-17; raw DD-first parse: start=2006-06-11, end=2006-06-17."
UEI-IMD-FL-2006-0073,"Aurangabad, Dhule, Mumbai, Nagpur, Kolhapur, Sindhudurg",Maharashtra,2006-05-30,2006-06-02,4.0,30-05-2006 00:00,02-06-2006 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2006-05-30, end=2006-06-02; raw DD-first parse: start=2006-05-30, end=2006-06-02."
UEI-IMD-FL-2006-0080,"Kolhapur, Nashik, Pune, Ratnagiri, Sangli, Satara, Sindhudurg, Solapur, ",Maharashtra,2006-07-28,2006-08-02,6.0,28-07-2006 00:00,02-08-2006 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2006-07-28, end=2006-08-02; raw DD-first parse: start=2006-07-28, end=2006-08-02."
UEI-IMD-FL-2006-0084,"Ahmednagar, Beed, Jalna, Mumbai, Nashik, Dharashiv, Pune, Satara",Maharashtra,2006-09-12,2006-09-17,6.0,12-09-2006 00:00,17-09-2006 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2006-09-12, end=2006-09-17; raw DD-first parse: start=2006-09-12, end=2006-09-17."
UEI-IMD-FL-2006-0100,"Banswara, Barmer, Bundi, Dholpur, Jaisalmer, Jalore, Jodhpur, Kota, Pali, Sirohi, Udaipur",Rajasthan,2006-08-24,2006-09-01,9.0,24-08-2006 00:00,01-09-2006 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2006-08-24, end=2006-09-01; raw DD-first parse: start=2006-08-24, end=2006-09-01."
UEI-IMD-FL-2007-0012,"Dhemaji, Kamrup",Assam,2007-07-12,2007-07-13,2.0,12-07-2007 00:00,13-07-2007 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2007-07-12, end=2007-07-13; raw DD-first parse: start=2007-07-12, end=2007-07-13."
